Response ID;Date submitted;Last page;Start language;Seed;In which field are you active?;How many years of experience do you have in your field?;How old are you?;What was your favorite option?;Do you have any other comments or hints?;vis_type;complicated_easy;untraceable_traceable;undemonstrative_expressive;confusing_clear;biasing_neutral;doubtful_trustworthy;insignificant_meaningful;conventional_inventive;usual_leadingedge;boring_exciting;obscure_comprehensible;notinteresting_interesting;obstructive_supportive;inefficient_efficient;inappropriate_sound;Expertise
26;1980-01-01 00:00:00;5;en;1139842198;2;10;3;4;"- How do these look like on lower resolutions? Are they indicated differently on different levels? Are they hard to find? Does the Opacity change with zoom level?
- Trustworthyness is more a feature of the AI itself, not of the overlay (IMO). Same applies for other adjectives this survey asked for.
- I would prefer a rectangle, which zooms with the zoom level (for small regions to be nicley visible even on low resolution), and with more information (i.e. segmentation boundary) when zooming into the highest resolution.
";Segmentation Mask;;;;;;;;;;;;4;;;;Pathology
26;1980-01-01 00:00:00;5;en;1139842198;2;10;3;4;"- How do these look like on lower resolutions? Are they indicated differently on different levels? Are they hard to find? Does the Opacity change with zoom level?
- Trustworthyness is more a feature of the AI itself, not of the overlay (IMO). Same applies for other adjectives this survey asked for.
- I would prefer a rectangle, which zooms with the zoom level (for small regions to be nicley visible even on low resolution), and with more information (i.e. segmentation boundary) when zooming into the highest resolution.
";Heatmap;;;;;;;;;;;;7;;;;Pathology
26;1980-01-01 00:00:00;5;en;1139842198;2;10;3;4;"- How do these look like on lower resolutions? Are they indicated differently on different levels? Are they hard to find? Does the Opacity change with zoom level?
- Trustworthyness is more a feature of the AI itself, not of the overlay (IMO). Same applies for other adjectives this survey asked for.
- I would prefer a rectangle, which zooms with the zoom level (for small regions to be nicley visible even on low resolution), and with more information (i.e. segmentation boundary) when zooming into the highest resolution.
";Segmentation Contour;;;;;;;;;;;;5;;;;Pathology
26;1980-01-01 00:00:00;5;en;1139842198;2;10;3;4;"- How do these look like on lower resolutions? Are they indicated differently on different levels? Are they hard to find? Does the Opacity change with zoom level?
- Trustworthyness is more a feature of the AI itself, not of the overlay (IMO). Same applies for other adjectives this survey asked for.
- I would prefer a rectangle, which zooms with the zoom level (for small regions to be nicley visible even on low resolution), and with more information (i.e. segmentation boundary) when zooming into the highest resolution.
";Bounding Box;;;;;;;;;;;;4;;;;Pathology
26;1980-01-01 00:00:00;5;en;1139842198;2;10;3;4;"- How do these look like on lower resolutions? Are they indicated differently on different levels? Are they hard to find? Does the Opacity change with zoom level?
- Trustworthyness is more a feature of the AI itself, not of the overlay (IMO). Same applies for other adjectives this survey asked for.
- I would prefer a rectangle, which zooms with the zoom level (for small regions to be nicley visible even on low resolution), and with more information (i.e. segmentation boundary) when zooming into the highest resolution.
";Segmentation Mask;;;;;;;;;;;;;2;;;Pathology
26;1980-01-01 00:00:00;5;en;1139842198;2;10;3;4;"- How do these look like on lower resolutions? Are they indicated differently on different levels? Are they hard to find? Does the Opacity change with zoom level?
- Trustworthyness is more a feature of the AI itself, not of the overlay (IMO). Same applies for other adjectives this survey asked for.
- I would prefer a rectangle, which zooms with the zoom level (for small regions to be nicley visible even on low resolution), and with more information (i.e. segmentation boundary) when zooming into the highest resolution.
";Heatmap;;;;;;;;;;;;;4;;;Pathology
26;1980-01-01 00:00:00;5;en;1139842198;2;10;3;4;"- How do these look like on lower resolutions? Are they indicated differently on different levels? Are they hard to find? Does the Opacity change with zoom level?
- Trustworthyness is more a feature of the AI itself, not of the overlay (IMO). Same applies for other adjectives this survey asked for.
- I would prefer a rectangle, which zooms with the zoom level (for small regions to be nicley visible even on low resolution), and with more information (i.e. segmentation boundary) when zooming into the highest resolution.
";Segmentation Contour;;;;;;;;;;;;;7;;;Pathology
26;1980-01-01 00:00:00;5;en;1139842198;2;10;3;4;"- How do these look like on lower resolutions? Are they indicated differently on different levels? Are they hard to find? Does the Opacity change with zoom level?
- Trustworthyness is more a feature of the AI itself, not of the overlay (IMO). Same applies for other adjectives this survey asked for.
- I would prefer a rectangle, which zooms with the zoom level (for small regions to be nicley visible even on low resolution), and with more information (i.e. segmentation boundary) when zooming into the highest resolution.
";Bounding Box;;;;;;;;;;;;;5;;;Pathology
26;1980-01-01 00:00:00;5;en;1139842198;2;10;3;4;"- How do these look like on lower resolutions? Are they indicated differently on different levels? Are they hard to find? Does the Opacity change with zoom level?
- Trustworthyness is more a feature of the AI itself, not of the overlay (IMO). Same applies for other adjectives this survey asked for.
- I would prefer a rectangle, which zooms with the zoom level (for small regions to be nicley visible even on low resolution), and with more information (i.e. segmentation boundary) when zooming into the highest resolution.
";Segmentation Mask;;;;;;;;;;;;;;5;;Pathology
26;1980-01-01 00:00:00;5;en;1139842198;2;10;3;4;"- How do these look like on lower resolutions? Are they indicated differently on different levels? Are they hard to find? Does the Opacity change with zoom level?
- Trustworthyness is more a feature of the AI itself, not of the overlay (IMO). Same applies for other adjectives this survey asked for.
- I would prefer a rectangle, which zooms with the zoom level (for small regions to be nicley visible even on low resolution), and with more information (i.e. segmentation boundary) when zooming into the highest resolution.
";Heatmap;;;;;;;;;;;;;;6;;Pathology
26;1980-01-01 00:00:00;5;en;1139842198;2;10;3;4;"- How do these look like on lower resolutions? Are they indicated differently on different levels? Are they hard to find? Does the Opacity change with zoom level?
- Trustworthyness is more a feature of the AI itself, not of the overlay (IMO). Same applies for other adjectives this survey asked for.
- I would prefer a rectangle, which zooms with the zoom level (for small regions to be nicley visible even on low resolution), and with more information (i.e. segmentation boundary) when zooming into the highest resolution.
";Segmentation Contour;;;;;;;;;;;;;;5;;Pathology
26;1980-01-01 00:00:00;5;en;1139842198;2;10;3;4;"- How do these look like on lower resolutions? Are they indicated differently on different levels? Are they hard to find? Does the Opacity change with zoom level?
- Trustworthyness is more a feature of the AI itself, not of the overlay (IMO). Same applies for other adjectives this survey asked for.
- I would prefer a rectangle, which zooms with the zoom level (for small regions to be nicley visible even on low resolution), and with more information (i.e. segmentation boundary) when zooming into the highest resolution.
";Bounding Box;;;;;;;;;;;;;;3;;Pathology
26;1980-01-01 00:00:00;5;en;1139842198;2;10;3;4;"- How do these look like on lower resolutions? Are they indicated differently on different levels? Are they hard to find? Does the Opacity change with zoom level?
- Trustworthyness is more a feature of the AI itself, not of the overlay (IMO). Same applies for other adjectives this survey asked for.
- I would prefer a rectangle, which zooms with the zoom level (for small regions to be nicley visible even on low resolution), and with more information (i.e. segmentation boundary) when zooming into the highest resolution.
";Segmentation Mask;;;;;;;;;;;;;;;4;Pathology
26;1980-01-01 00:00:00;5;en;1139842198;2;10;3;4;"- How do these look like on lower resolutions? Are they indicated differently on different levels? Are they hard to find? Does the Opacity change with zoom level?
- Trustworthyness is more a feature of the AI itself, not of the overlay (IMO). Same applies for other adjectives this survey asked for.
- I would prefer a rectangle, which zooms with the zoom level (for small regions to be nicley visible even on low resolution), and with more information (i.e. segmentation boundary) when zooming into the highest resolution.
";Heatmap;;;;;;;;;;;;;;;7;Pathology
26;1980-01-01 00:00:00;5;en;1139842198;2;10;3;4;"- How do these look like on lower resolutions? Are they indicated differently on different levels? Are they hard to find? Does the Opacity change with zoom level?
- Trustworthyness is more a feature of the AI itself, not of the overlay (IMO). Same applies for other adjectives this survey asked for.
- I would prefer a rectangle, which zooms with the zoom level (for small regions to be nicley visible even on low resolution), and with more information (i.e. segmentation boundary) when zooming into the highest resolution.
";Segmentation Contour;;;;;;;;;;;;;;;4;Pathology
26;1980-01-01 00:00:00;5;en;1139842198;2;10;3;4;"- How do these look like on lower resolutions? Are they indicated differently on different levels? Are they hard to find? Does the Opacity change with zoom level?
- Trustworthyness is more a feature of the AI itself, not of the overlay (IMO). Same applies for other adjectives this survey asked for.
- I would prefer a rectangle, which zooms with the zoom level (for small regions to be nicley visible even on low resolution), and with more information (i.e. segmentation boundary) when zooming into the highest resolution.
";Bounding Box;;;;;;;;;;;;;;;4;Pathology
27;;3;en;1727105427;2;3;2;;;;;;;;;;;;;;;;;;;Pathology
28;;3;en;1240595386;2;15;4;;;;;;;;;;;;;;;;;;;Pathology
29;;2;en;340218231;1;99;1;;;Segmentation Mask;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Heatmap;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Contour;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Bounding Box;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Mask;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Heatmap;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Contour;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Bounding Box;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Mask;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Heatmap;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Contour;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Bounding Box;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Mask;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Heatmap;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Contour;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Bounding Box;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Mask;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Heatmap;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Contour;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Bounding Box;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Mask;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Heatmap;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Contour;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Bounding Box;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Mask;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Heatmap;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Contour;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Bounding Box;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Mask;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Heatmap;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Contour;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Bounding Box;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Mask;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Heatmap;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Contour;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Bounding Box;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Mask;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Heatmap;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Contour;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Bounding Box;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Mask;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Heatmap;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Contour;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Bounding Box;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Mask;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Heatmap;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Contour;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Bounding Box;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Mask;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Heatmap;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Contour;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Bounding Box;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Mask;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Heatmap;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Contour;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Bounding Box;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Mask;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Heatmap;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Segmentation Contour;;;;;;;;;;;;;;;;Radiology
29;;2;en;340218231;1;99;1;;;Bounding Box;;;;;;;;;;;;;;;;Radiology
30;;3;en;1754038163;2;99;1;;;;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Mask;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Heatmap;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Contour;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Bounding Box;7;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Mask;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Heatmap;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Contour;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Bounding Box;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Mask;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Heatmap;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Contour;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Bounding Box;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Mask;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Heatmap;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Contour;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Bounding Box;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Mask;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Heatmap;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Contour;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Bounding Box;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Mask;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Heatmap;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Contour;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Bounding Box;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Mask;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Heatmap;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Contour;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Bounding Box;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Mask;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Heatmap;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Contour;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Bounding Box;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Mask;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Heatmap;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Contour;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Bounding Box;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Mask;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Heatmap;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Contour;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Bounding Box;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Mask;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Heatmap;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Contour;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Bounding Box;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Mask;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Heatmap;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Contour;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Bounding Box;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Mask;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Heatmap;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Contour;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Bounding Box;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Mask;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Heatmap;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Contour;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Bounding Box;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Mask;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Heatmap;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Segmentation Contour;;;;;;;;;;;;;;;;Pathology
31;;3;en;980244191;2;15;4;;;Bounding Box;;;;;;;;;;;;;;;;Pathology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Mask;3;;;;;;;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Heatmap;1;;;;;;;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Contour;7;;;;;;;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Bounding Box;4;;;;;;;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Mask;;3;;;;;;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Heatmap;;2;;;;;;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Contour;;4;;;;;;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Bounding Box;;4;;;;;;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Mask;;;3;;;;;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Heatmap;;;2;;;;;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Contour;;;4;;;;;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Bounding Box;;;4;;;;;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Mask;;;;3;;;;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Heatmap;;;;1;;;;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Contour;;;;7;;;;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Bounding Box;;;;4;;;;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Mask;;;;;3;;;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Heatmap;;;;;2;;;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Contour;;;;;6;;;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Bounding Box;;;;;4;;;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Mask;;;;;;3;;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Heatmap;;;;;;2;;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Contour;;;;;;7;;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Bounding Box;;;;;;4;;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Mask;;;;;;;3;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Heatmap;;;;;;;2;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Contour;;;;;;;7;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Bounding Box;;;;;;;4;;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Mask;;;;;;;;3;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Heatmap;;;;;;;;2;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Contour;;;;;;;;4;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Bounding Box;;;;;;;;4;;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Mask;;;;;;;;;3;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Heatmap;;;;;;;;;2;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Contour;;;;;;;;;4;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Bounding Box;;;;;;;;;4;;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Mask;;;;;;;;;;3;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Heatmap;;;;;;;;;;2;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Contour;;;;;;;;;;4;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Bounding Box;;;;;;;;;;4;;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Mask;;;;;;;;;;;2;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Heatmap;;;;;;;;;;;2;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Contour;;;;;;;;;;;7;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Bounding Box;;;;;;;;;;;4;;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Mask;;;;;;;;;;;;3;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Heatmap;;;;;;;;;;;;2;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Contour;;;;;;;;;;;;4;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Bounding Box;;;;;;;;;;;;4;;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Mask;;;;;;;;;;;;;4;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Heatmap;;;;;;;;;;;;;2;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Contour;;;;;;;;;;;;;7;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Bounding Box;;;;;;;;;;;;;4;;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Mask;;;;;;;;;;;;;;3;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Heatmap;;;;;;;;;;;;;;2;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Contour;;;;;;;;;;;;;;7;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Bounding Box;;;;;;;;;;;;;;4;;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Mask;;;;;;;;;;;;;;;3;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Heatmap;;;;;;;;;;;;;;;2;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Segmentation Contour;;;;;;;;;;;;;;;4;Radiology
32;1980-01-01 00:00:00;5;en;401625437;1;10;3;1;;Bounding Box;;;;;;;;;;;;;;;4;Radiology
33;;3;en;1790400896;2;16;4;;;;;;;;;;;;;;;;;;;Pathology
34;1980-01-01 00:00:00;5;en;1182867416;2;16;4;4;"Frankly I am really not sure why I preferred the rectangle; may be what I am used to. Things that have to be removed or altered for better visualization seems like an extra step, but potentially provide more important information. ";Segmentation Mask;3;;;;;;;;;;;;;;;Pathology
34;1980-01-01 00:00:00;5;en;1182867416;2;16;4;4;"Frankly I am really not sure why I preferred the rectangle; may be what I am used to. Things that have to be removed or altered for better visualization seems like an extra step, but potentially provide more important information. ";Heatmap;2;;;;;;;;;;;;;;;Pathology
34;1980-01-01 00:00:00;5;en;1182867416;2;16;4;4;"Frankly I am really not sure why I preferred the rectangle; may be what I am used to. Things that have to be removed or altered for better visualization seems like an extra step, but potentially provide more important information. ";Segmentation Contour;6;;;;;;;;;;;;;;;Pathology
34;1980-01-01 00:00:00;5;en;1182867416;2;16;4;4;"Frankly I am really not sure why I preferred the rectangle; may be what I am used to. Things that have to be removed or altered for better visualization seems like an extra step, but potentially provide more important information. ";Bounding Box;7;;;;;;;;;;;;;;;Pathology
34;1980-01-01 00:00:00;5;en;1182867416;2;16;4;4;"Frankly I am really not sure why I preferred the rectangle; may be what I am used to. Things that have to be removed or altered for better visualization seems like an extra step, but potentially provide more important information. ";Segmentation Mask;;6;;;;;;;;;;;;;;Pathology
